MAV,RMS,V,WL,SSC,IEMG,LOGVAR,PF,TP,SE,FR,BW,PSD,P2P,MOV
0.011529,0.020225,0.000409,76.625200,5003.000000,115.286200,-7.801600,37.400000,0.000818,7.730800,0.248170,-270.400000,0.000818,0.002316,pinza
0.011891,0.022451,0.000504,68.983200,4853.000000,118.909300,-7.592700,36.200000,0.001008,7.702000,0.247920,-230.200000,0.001008,0.002736,pinza
0.017092,0.029357,0.000862,108.191300,4924.000000,170.921300,-7.056300,158.600000,0.001724,7.711200,0.235080,-295.000000,0.001724,0.003426,pinza
0.010526,0.020654,0.000427,67.603300,4880.000000,105.259500,-7.759600,34.800000,0.000853,7.685000,0.248490,-283.000000,0.000853,0.002361,pinza
0.015008,0.026496,0.000702,93.430400,4895.000000,150.077800,-7.261400,28.600000,0.001404,7.709400,0.245020,-228.600000,0.001404,0.003254,pinza
0.009279,0.014151,0.000200,57.884400,4843.000000,92.785000,-8.515900,33.400000,0.000400,7.742000,0.236730,-184.800000,0.000400,0.001933,pinza
0.008698,0.014119,0.000199,54.962300,4890.000000,86.978500,-8.520300,30.800000,0.000399,7.810600,0.246600,-237.200000,0.000399,0.001483,pinza
0.007564,0.014070,0.000198,47.368400,4945.000000,75.640900,-8.527300,30.800000,0.000396,7.690800,0.240240,-221.000000,0.000396,0.001909,pinza
0.008442,0.015641,0.000245,49.971800,4796.000000,84.416000,-8.315600,36.600000,0.000489,7.715300,0.245780,-182.200000,0.000489,0.002147,pinza
0.008265,0.014419,0.000208,55.062200,4889.000000,82.653200,-8.478300,146.800000,0.000416,7.714300,0.257480,-266.000000,0.000416,0.001624,pinza
0.009851,0.018856,0.000356,60.385000,4867.000000,98.513200,-7.941700,27.000000,0.000711,7.767200,0.280340,-238.400000,0.000711,0.002057,pinza
0.013238,0.025201,0.000635,84.609300,4925.000000,132.383800,-7.361600,32.200000,0.001270,7.724900,0.243240,-269.200000,0.001270,0.002584,pinza
0.006528,0.011276,0.000127,42.694200,4976.000000,65.276600,-8.970000,128.200000,0.000254,7.723400,0.265510,-299.200000,0.000254,0.001066,pinza
0.008625,0.016322,0.000266,54.928900,4939.000000,86.245600,-8.230400,26.000000,0.000533,7.706400,0.239130,-240.600000,0.000533,0.001915,pinza
0.009835,0.020927,0.000438,66.702600,4991.000000,98.351900,-7.733300,138.800000,0.000876,7.750600,0.226820,-258.200000,0.000876,0.002431,pinza
0.007237,0.014547,0.000212,48.969600,4950.000000,72.372900,-8.460600,129.400000,0.000423,7.828400,0.229080,-316.000000,0.000423,0.001350,pinza
0.009341,0.016642,0.000277,61.560400,4890.000000,93.405700,-8.191600,146.800000,0.000554,7.707100,0.286830,-287.000000,0.000554,0.001632,pinza
0.010978,0.018909,0.000358,73.312300,4865.000000,109.780800,-7.936200,125.600000,0.000715,7.752100,0.252370,-194.000000,0.000715,0.002154,pinza
0.011762,0.021529,0.000464,75.931100,4861.000000,117.622100,-7.676600,27.400000,0.000927,7.717100,0.299320,-243.000000,0.000927,0.002373,pinza
0.018814,0.031118,0.000968,113.973900,4954.000000,188.137700,-6.939800,34.000000,0.001937,7.681100,0.264880,-77.200000,0.001937,0.005160,pinza
0.009685,0.017799,0.000317,63.375600,4941.000000,96.853900,-8.057100,30.800000,0.000634,7.708200,0.254340,-271.000000,0.000634,0.002149,pinza
0.009792,0.020159,0.000406,60.561800,4876.000000,97.916300,-7.808200,23.800000,0.000813,7.726800,0.239960,-336.600000,0.000813,0.002329,pinza
0.007515,0.015187,0.000231,44.355500,4932.000000,75.146400,-8.374500,40.200000,0.000461,7.639000,0.237450,-191.000000,0.000461,0.001839,pinza
0.011146,0.021754,0.000473,69.486300,4934.000000,111.464900,-7.655800,31.200000,0.000946,7.729400,0.247050,-127.400000,0.000946,0.003201,pinza
0.005779,0.010752,0.000116,36.251200,4906.000000,57.794300,-9.065300,120.000000,0.000231,7.756100,0.261080,-281.000000,0.000231,0.001222,pinza
0.014747,0.029448,0.000867,96.073600,5034.000000,147.473100,-7.050200,228.600000,0.001734,7.737900,0.234150,-285.400000,0.001734,0.003121,pinza
0.012997,0.024839,0.000617,84.563800,4988.000000,129.973100,-7.390600,105.200000,0.001234,7.716000,0.247070,-290.400000,0.001234,0.002528,pinza
0.011254,0.020345,0.000414,71.074900,4846.000000,112.543200,-7.789800,29.600000,0.000828,7.755000,0.265830,-296.600000,0.000828,0.002143,pinza
0.010079,0.019575,0.000383,62.692000,4876.000000,100.786800,-7.866900,124.800000,0.000766,7.751300,0.298820,-254.000000,0.000766,0.002148,pinza
0.005891,0.009290,0.000086,37.424900,4839.000000,58.910800,-9.357700,120.000000,0.000173,7.829900,0.248690,-270.200000,0.000173,0.001070,pinza
0.008420,0.020028,0.000401,48.413800,4795.000000,84.201700,-7.821200,120.000000,0.000802,7.691200,0.318550,-169.600000,0.000802,0.002848,pinza
0.005210,0.012143,0.000147,35.143200,5075.000000,52.099100,-8.821900,120.000000,0.000295,7.767700,0.241150,-297.200000,0.000295,0.001216,pinza
0.006132,0.017131,0.000294,34.353600,5003.000000,61.317500,-8.133600,34.600000,0.000587,7.691400,0.276210,-154.000000,0.000587,0.002402,pinza
0.006271,0.012486,0.000156,42.428100,5000.000000,62.707200,-8.766200,36.400000,0.000312,7.784100,0.217130,-182.800000,0.000312,0.001727,pinza
0.011434,0.025593,0.000655,75.367400,4934.000000,114.343400,-7.330800,140.600000,0.001310,7.747300,0.261200,-366.200000,0.001310,0.002530,pinza
0.013752,0.024735,0.000612,88.284200,4868.000000,137.520400,-7.398900,27.600000,0.001224,7.772700,0.249380,-336.600000,0.001224,0.002548,pinza
0.010615,0.021294,0.000454,64.657900,4924.000000,106.147000,-7.698500,37.800000,0.000907,7.708400,0.241450,-169.400000,0.000907,0.002647,pinza
0.013828,0.023669,0.000560,88.081900,4889.000000,138.281000,-7.487100,36.800000,0.001120,7.712500,0.239970,-293.200000,0.001120,0.002403,pinza
0.010383,0.022841,0.000522,64.302800,5011.000000,103.831700,-7.558300,33.200000,0.001043,7.666500,0.219140,-137.600000,0.001043,0.003582,pinza
0.011216,0.023571,0.000556,70.807400,4929.000000,112.163800,-7.495400,37.800000,0.001111,7.788100,0.253620,-335.800000,0.001111,0.002312,pinza
0.011421,0.022508,0.000507,73.198000,4930.000000,114.206500,-7.587700,159.400000,0.001013,7.757000,0.258350,-315.200000,0.001013,0.002236,pinza
0.005662,0.011978,0.000143,37.121300,4874.000000,56.622200,-8.849200,23.800000,0.000287,7.724300,0.267300,-399.400000,0.000287,0.001026,pinza
0.007827,0.017139,0.000294,50.842700,4922.000000,78.271900,-8.132700,120.000000,0.000587,7.670500,0.243480,-200.800000,0.000587,0.002121,pinza
0.018213,0.029160,0.000850,111.193400,4846.000000,182.134000,-7.069800,135.200000,0.001701,7.714500,0.272480,-298.800000,0.001701,0.003193,pinza
0.006539,0.011857,0.000141,42.591700,4921.000000,65.387900,-8.869500,96.200000,0.000281,7.769500,0.269110,-313.600000,0.000281,0.001138,pinza
0.008650,0.019483,0.000380,50.667200,4752.000000,86.498200,-7.876300,31.000000,0.000759,7.681900,0.261120,-175.800000,0.000759,0.002712,pinza
0.008961,0.019246,0.000370,58.463900,4788.000000,89.607200,-7.900800,151.200000,0.000741,7.704200,0.252240,-287.400000,0.000741,0.002018,pinza
0.005557,0.013023,0.000170,36.258600,4909.000000,55.571000,-8.681900,216.200000,0.000339,7.763100,0.240650,-335.000000,0.000339,0.001179,pinza
0.009886,0.022924,0.000526,60.467700,4955.000000,98.862600,-7.551100,34.600000,0.001051,7.726400,0.213570,-279.400000,0.001051,0.002501,pinza
0.006941,0.013222,0.000175,45.838300,4951.000000,69.414800,-8.651600,31.800000,0.000350,7.723700,0.214420,-396.600000,0.000350,0.001424,pinza
0.006525,0.011877,0.000141,45.740100,4986.000000,65.247300,-8.866200,108.000000,0.000282,7.772900,0.221050,-309.600000,0.000282,0.001139,pinza
0.006768,0.017973,0.000323,46.060000,4988.000000,67.680500,-8.037700,132.200000,0.000646,7.729800,0.231480,-353.800000,0.000646,0.001779,pinza
0.011117,0.025589,0.000655,77.064300,4922.000000,111.167300,-7.331100,103.400000,0.001310,7.778200,0.214810,-346.000000,0.001310,0.002354,pinza
0.006755,0.016795,0.000282,41.018500,4804.000000,67.546600,-8.173200,120.000000,0.000564,7.711700,0.257010,-334.600000,0.000564,0.001479,pinza
0.009532,0.020750,0.000431,58.825200,4866.000000,95.325500,-7.750300,35.000000,0.000861,7.695500,0.264260,-283.400000,0.000861,0.002087,pinza
0.011063,0.020537,0.000422,74.760800,4882.000000,110.633000,-7.770900,22.600000,0.000844,7.723300,0.219340,-337.400000,0.000844,0.001924,pinza
0.013358,0.023589,0.000556,85.739400,4829.000000,133.578800,-7.493900,27.600000,0.001113,7.727700,0.238350,-356.600000,0.001113,0.002893,pinza
0.007675,0.018814,0.000354,52.205900,4811.000000,76.745600,-7.946300,129.200000,0.000708,7.742200,0.240910,-322.400000,0.000708,0.001643,pinza
0.008814,0.018004,0.000324,59.563200,4839.000000,88.137500,-8.034200,30.000000,0.000648,7.738500,0.213350,-313.800000,0.000648,0.001775,pinza
0.013270,0.025814,0.000666,71.522900,4919.000000,132.700300,-7.313600,37.800000,0.001333,7.699900,0.258120,-159.400000,0.001333,0.003942,pinza
0.002240,0.003142,0.000010,17.285900,5147.000000,22.394800,-11.525800,120.000000,0.000020,7.782200,0.204300,-300.200000,0.000020,0.000927,pinza
0.011486,0.021327,0.000455,72.324900,4920.000000,114.857600,-7.695400,36.800000,0.000910,7.721100,0.237500,-230.000000,0.000910,0.002494,pinza
0.007562,0.013968,0.000195,47.449200,4923.000000,75.623100,-8.541900,31.000000,0.000390,7.912900,0.268120,-155.400000,0.000390,0.001961,pinza
0.008539,0.015437,0.000238,51.767500,4939.000000,85.389600,-8.341800,28.600000,0.000477,7.712500,0.255180,-159.000000,0.000477,0.002308,pinza
0.013459,0.023578,0.000556,82.607000,4903.000000,134.593800,-7.494800,22.400000,0.001112,7.734500,0.246630,-252.400000,0.001112,0.002831,pinza
0.015019,0.024084,0.000580,93.736100,4865.000000,150.185100,-7.452300,139.200000,0.001160,7.733900,0.266660,-296.200000,0.001160,0.002775,pinza
0.008616,0.013569,0.000184,57.341300,4913.000000,86.156500,-8.599800,113.600000,0.000368,7.729700,0.256190,-323.800000,0.000368,0.001323,pinza
0.009292,0.016344,0.000267,60.603600,4900.000000,92.920300,-8.227700,26.400000,0.000534,7.701200,0.261640,-266.800000,0.000534,0.001752,pinza
0.006159,0.013014,0.000169,39.923500,4870.000000,61.593800,-8.683300,27.600000,0.000339,7.769700,0.243920,-335.800000,0.000339,0.001349,pinza
0.004660,0.006445,0.000042,29.874500,4757.000000,46.595600,-10.088900,120.000000,0.000083,7.751900,0.264340,-323.600000,0.000083,0.000651,pinza
0.005683,0.009258,0.000086,34.103000,4824.000000,56.826700,-9.364500,120.000000,0.000171,7.741200,0.260260,-241.600000,0.000171,0.001027,pinza
0.009316,0.016922,0.000286,59.320000,4844.000000,93.158200,-8.158200,140.800000,0.000573,7.763100,0.267140,-304.200000,0.000573,0.001604,pinza
0.008818,0.015619,0.000244,52.961800,4798.000000,88.184700,-8.318400,29.600000,0.000488,7.784900,0.261240,-162.800000,0.000488,0.001993,pinza
0.008379,0.015022,0.000226,50.361500,4822.000000,83.786700,-8.396400,127.600000,0.000451,7.732300,0.276510,-254.000000,0.000451,0.001674,pinza
0.005226,0.007882,0.000062,32.586600,4789.000000,52.262900,-9.686100,120.000000,0.000124,7.782000,0.279230,-51.000000,0.000124,0.001378,pinza
0.008721,0.016791,0.000282,52.802500,4802.000000,87.211900,-8.173700,31.000000,0.000564,7.693600,0.277080,-245.200000,0.000564,0.001852,pinza
0.007838,0.010408,0.000108,50.621900,4939.000000,78.382900,-9.130200,116.000000,0.000217,7.756600,0.252680,-275.000000,0.000217,0.001152,pinza
0.008144,0.015996,0.000256,53.170500,4889.000000,81.440900,-8.270700,101.000000,0.000512,7.713900,0.246640,-314.200000,0.000512,0.001512,pinza
0.009167,0.023369,0.000546,51.015600,4964.000000,91.668100,-7.512600,35.600000,0.001092,7.701600,0.248090,-77.000000,0.001092,0.003549,pinza
0.010304,0.018677,0.000349,64.328300,4968.000000,103.038800,-7.960900,34.600000,0.000698,7.716500,0.246670,-110.600000,0.000698,0.002992,pinza
0.013637,0.023985,0.000575,90.189400,4956.000000,136.370600,-7.460500,26.000000,0.001151,7.733100,0.230590,-265.200000,0.001151,0.002509,pinza
0.011077,0.020012,0.000401,69.285100,4873.000000,110.771100,-7.822700,38.400000,0.000801,7.699500,0.253870,-343.800000,0.000801,0.002123,pinza
0.010693,0.020949,0.000439,67.180800,4919.000000,106.927100,-7.731200,30.000000,0.000878,7.792800,0.257110,-266.800000,0.000878,0.002358,pinza
0.008158,0.017737,0.000315,50.285000,4947.000000,81.581300,-8.064100,37.400000,0.000629,7.706300,0.294840,-218.600000,0.000629,0.002099,pinza
0.011185,0.021952,0.000482,71.695300,4997.000000,111.853300,-7.637700,121.600000,0.000964,7.713100,0.293280,-240.200000,0.000964,0.002569,pinza
0.009230,0.019216,0.000369,58.199300,5013.000000,92.302000,-7.904000,120.000000,0.000738,7.745600,0.299240,-262.600000,0.000738,0.002313,pinza
0.013901,0.025151,0.000633,80.787800,4970.000000,139.006400,-7.365600,28.800000,0.001265,7.693200,0.281720,-115.000000,0.001265,0.003680,pinza
0.007589,0.010776,0.000116,49.785400,5022.000000,75.889500,-9.060900,120.000000,0.000232,7.784500,0.242470,-403.200000,0.000232,0.001122,pinza
0.011172,0.022891,0.000524,69.146500,4943.000000,111.715300,-7.554000,41.000000,0.001048,7.661000,0.273760,-278.600000,0.001048,0.002164,pinza
0.021444,0.057929,0.003356,112.537100,4934.000000,214.439500,-5.697000,36.400000,0.006711,7.630600,0.261050,-64.800000,0.006711,0.010065,puno
0.016363,0.051894,0.002693,95.390100,4981.000000,163.634600,-5.917100,31.000000,0.005386,7.711000,0.322950,-218.400000,0.005386,0.006322,puno
0.034878,0.092119,0.008487,193.882000,5012.000000,348.781700,-4.769200,36.200000,0.016972,7.666000,0.267590,-173.400000,0.016972,0.012553,puno
0.021480,0.069712,0.004860,129.748300,5060.000000,214.800600,-5.326700,41.400000,0.009720,7.780000,0.261480,-101.000000,0.009720,0.010693,puno
0.016238,0.061350,0.003764,95.596900,4982.000000,162.381500,-5.582200,113.000000,0.007528,7.699600,0.347540,-112.800000,0.007528,0.006664,puno
0.025756,0.074409,0.005537,142.638800,4875.000000,257.559600,-5.196200,37.600000,0.011073,7.739300,0.293100,-103.200000,0.011073,0.013648,puno
0.007072,0.009254,0.000086,47.582700,4952.000000,70.716400,-9.365400,120.000000,0.000171,7.716000,0.255180,0.000000,0.000171,0.002792,puno
0.022155,0.067900,0.004611,97.001900,4859.000000,221.550800,-5.379300,32.000000,0.009221,7.484700,0.302830,-27.600000,0.009221,0.010946,puno
0.010924,0.025394,0.000645,61.625100,4836.000000,109.241900,-7.346400,32.800000,0.001290,7.797500,0.288920,-107.400000,0.001290,0.003600,puno
0.023238,0.066065,0.004365,133.735600,4874.000000,232.377800,-5.434100,39.000000,0.008729,7.701200,0.283540,-192.600000,0.008729,0.007577,puno
0.034089,0.081308,0.006612,186.528400,4887.000000,340.894900,-5.018900,26.800000,0.013222,7.634500,0.252530,-61.000000,0.013222,0.013848,puno
0.018761,0.038595,0.001490,118.170200,4929.000000,187.611400,-6.509200,25.800000,0.002979,7.689600,0.259200,-187.600000,0.002979,0.004273,puno
0.032171,0.072126,0.005202,174.266900,4996.000000,321.707600,-5.258600,40.600000,0.010404,7.616100,0.252090,-17.800000,0.010404,0.011785,puno
0.020156,0.056324,0.003173,99.487400,4922.000000,201.559900,-5.753200,35.600000,0.006345,7.595800,0.318130,-100.800000,0.006345,0.007213,puno
0.013340,0.028019,0.000785,80.755100,4969.000000,133.405000,-7.149700,24.000000,0.001570,7.786200,0.295530,-127.800000,0.001570,0.004112,puno
0.009053,0.011950,0.000143,66.206000,4942.000000,90.533900,-8.854000,120.000000,0.000286,7.773100,0.228180,-80.200000,0.000286,0.002364,puno
0.027291,0.085327,0.007281,140.948700,4899.000000,272.912800,-4.922400,34.600000,0.014561,7.572900,0.284890,-178.400000,0.014561,0.010170,puno
0.031371,0.075733,0.005736,154.810100,5014.000000,313.707800,-5.161000,26.600000,0.011471,7.683200,0.267680,-16.000000,0.011471,0.012876,puno
0.068749,0.126940,0.016115,326.108500,5026.000000,687.486500,-4.128000,33.000000,0.032226,7.596800,0.298880,-79.600000,0.032226,0.032164,puno
0.035707,0.094307,0.008895,190.465300,4917.000000,357.069500,-4.722300,27.200000,0.017787,7.654700,0.283520,-154.400000,0.017787,0.010569,puno
0.065524,0.139820,0.019552,302.409000,5030.000000,655.242300,-3.934700,34.000000,0.039101,7.666000,0.248390,-16.800000,0.039101,0.024768,puno
0.023904,0.065327,0.004268,116.130400,5045.000000,239.035000,-5.456600,30.000000,0.008535,7.617500,0.311570,-13.200000,0.008535,0.011578,puno
0.137030,0.186060,0.034623,718.267100,5054.000000,1370.277300,-3.363200,38.600000,0.069239,7.648200,0.250180,-151.000000,0.069239,0.027484,puno
0.033558,0.079262,0.006283,120.835400,5023.000000,335.576500,-5.069900,31.000000,0.012565,7.460500,0.248200,-12.600000,0.012565,0.023542,puno
0.025763,0.057581,0.003316,117.293100,4879.000000,257.631500,-5.709000,35.600000,0.006631,7.483400,0.328630,-65.400000,0.006631,0.010879,puno
0.032839,0.062048,0.003850,162.374200,4827.000000,328.390200,-5.559600,19.400000,0.007700,7.602800,0.332520,-201.600000,0.007700,0.007274,puno
0.028246,0.051120,0.002613,127.561600,4913.000000,282.460100,-5.947100,24.000000,0.005227,7.561200,0.288550,-92.000000,0.005227,0.007263,puno
0.029541,0.056093,0.003147,145.563500,4929.000000,295.405100,-5.761400,27.800000,0.006293,7.596100,0.279840,-137.200000,0.006293,0.008531,puno
0.025296,0.045997,0.002116,135.601200,4894.000000,252.963600,-6.158300,36.400000,0.004231,7.639300,0.309090,-189.600000,0.004231,0.005112,puno
0.045248,0.088808,0.007888,234.449300,4952.000000,452.484700,-4.842500,33.400000,0.015774,7.646100,0.274100,-208.600000,0.015774,0.010768,puno
0.021754,0.033939,0.001152,113.882500,4883.000000,217.545000,-6.766600,24.400000,0.002303,7.721600,0.253600,-23.200000,0.002303,0.005552,puno
0.029010,0.055077,0.003034,143.297500,4971.000000,290.103100,-5.797900,25.800000,0.006067,7.578400,0.300970,-83.200000,0.006067,0.009262,puno
0.044060,0.093062,0.008661,222.512000,4954.000000,440.601300,-4.748900,37.000000,0.017321,7.632000,0.298630,-111.000000,0.017321,0.014093,puno
0.032130,0.066386,0.004408,157.751600,4907.000000,321.301700,-5.424400,34.000000,0.008814,7.588100,0.319560,-119.000000,0.008814,0.010605,puno
0.035025,0.064090,0.004108,200.475700,4866.000000,350.249800,-5.494800,33.600000,0.008215,7.737600,0.274570,-197.400000,0.008215,0.008715,puno
0.042522,0.075547,0.005708,229.814800,4971.000000,425.224500,-5.165900,32.600000,0.011415,7.704700,0.266690,-18.400000,0.011415,0.014141,puno
0.028796,0.059713,0.003566,159.410300,4952.000000,287.960400,-5.636300,105.200000,0.007131,7.620800,0.315880,-221.800000,0.007131,0.006388,puno
0.030951,0.055676,0.003100,179.206000,4872.000000,309.511900,-5.776300,30.800000,0.006200,7.654100,0.267730,-83.800000,0.006200,0.009076,puno
0.029197,0.056983,0.003247,160.395600,4955.000000,291.965900,-5.729900,30.800000,0.006494,7.649800,0.263810,-93.600000,0.006494,0.009398,puno
0.064881,0.130910,0.017140,273.571500,4900.000000,648.807700,-4.066300,27.200000,0.034276,7.530100,0.305170,-13.400000,0.034276,0.028960,puno
0.031364,0.059275,0.003514,173.152600,4940.000000,313.642800,-5.651000,40.200000,0.007027,7.708200,0.252540,-234.000000,0.007027,0.008122,puno
0.010507,0.014045,0.000197,67.088500,4879.000000,105.068100,-8.530900,120.000000,0.000395,7.743400,0.264270,-40.400000,0.000395,0.002710,puno
0.025755,0.063523,0.004036,134.096100,4834.000000,257.551700,-5.512600,26.400000,0.008070,7.624300,0.254930,-151.400000,0.008070,0.007646,puno
0.028338,0.056069,0.003144,145.481800,4950.000000,283.376600,-5.762300,27.600000,0.006287,7.552000,0.257170,-15.400000,0.006287,0.010778,puno
0.040389,0.116950,0.013679,170.675700,4968.000000,403.892300,-4.291900,35.800000,0.027355,7.498100,0.323650,-98.200000,0.027355,0.019295,puno
0.025106,0.058206,0.003388,130.613100,4924.000000,251.058400,-5.687400,36.400000,0.006776,7.759200,0.273100,-126.600000,0.006776,0.009072,puno
0.011246,0.017752,0.000315,69.461400,4849.000000,112.458300,-8.062400,37.400000,0.000630,7.652800,0.248610,-181.400000,0.000630,0.002479,puno
0.012505,0.016645,0.000277,87.960600,4914.000000,125.047600,-8.191200,158.200000,0.000554,7.730900,0.240400,-347.200000,0.000554,0.001790,puno
0.021519,0.070120,0.004917,100.194100,4882.000000,215.185400,-5.315000,33.200000,0.009834,7.539200,0.311010,-181.800000,0.009834,0.008390,puno
0.022300,0.061807,0.003821,120.890100,4967.000000,223.002700,-5.567400,37.800000,0.007640,7.587100,0.258160,-114.800000,0.007640,0.008378,puno
0.041757,0.105440,0.011119,226.380800,4918.000000,417.568500,-4.499100,84.800000,0.022236,7.646400,0.303810,-185.000000,0.022236,0.012741,puno
0.019809,0.041962,0.001761,111.381100,4943.000000,198.092200,-6.341900,32.200000,0.003522,7.665200,0.301050,-140.400000,0.003522,0.006078,puno
0.025457,0.064842,0.004205,140.691400,4914.000000,254.568200,-5.471500,126.400000,0.008409,7.651200,0.305030,-274.200000,0.008409,0.007131,puno
0.040136,0.078609,0.006180,207.924600,4966.000000,401.362000,-5.086400,32.000000,0.012359,7.624400,0.287270,-63.800000,0.012359,0.014345,puno
0.035002,0.075498,0.005701,191.894700,5053.000000,350.018600,-5.167200,45.400000,0.011400,7.776300,0.280470,-156.800000,0.011400,0.009477,puno
0.034235,0.069230,0.004793,184.687300,4921.000000,342.350100,-5.340500,27.600000,0.009586,7.668600,0.287530,-99.200000,0.009586,0.011178,puno
0.020664,0.054582,0.002979,99.310000,4985.000000,206.639800,-5.816000,27.200000,0.005958,7.585900,0.258710,-16.400000,0.005958,0.011287,puno
0.032124,0.064319,0.004137,178.435700,4914.000000,321.243800,-5.487700,23.200000,0.008274,7.671100,0.264850,-117.200000,0.008274,0.009930,puno
0.019818,0.042822,0.001834,114.195400,4932.000000,198.177800,-6.301300,29.000000,0.003668,7.691500,0.282610,-230.000000,0.003668,0.004850,puno
0.024867,0.073570,0.005413,119.615900,4954.000000,248.665100,-5.219000,27.400000,0.010825,7.578000,0.312890,-147.400000,0.010825,0.008748,puno
0.023942,0.045635,0.002083,139.079400,4883.000000,239.423500,-6.174000,28.400000,0.004165,7.692900,0.252570,-203.800000,0.004165,0.006643,puno
0.012504,0.021037,0.000443,76.962300,4849.000000,125.040500,-7.722900,120.000000,0.000885,7.845900,0.318310,-200.400000,0.000885,0.002707,puno
0.022301,0.071508,0.005114,107.289900,4862.000000,223.011100,-5.275800,29.200000,0.010227,7.556400,0.331800,-94.000000,0.010227,0.010669,puno
0.016119,0.040464,0.001638,77.214300,5006.000000,161.187000,-6.414600,24.600000,0.003275,7.548000,0.283870,-20.800000,0.003275,0.006942,puno
0.008689,0.011850,0.000140,56.232900,4892.000000,86.889200,-8.870700,120.000000,0.000281,7.731500,0.268060,-35.000000,0.000281,0.002446,puno
0.037836,0.075368,0.005681,224.724700,4878.000000,378.357200,-5.170600,36.000000,0.011361,7.760500,0.278970,-261.400000,0.011361,0.007983,puno
0.018701,0.053436,0.002856,92.448600,5049.000000,187.005900,-5.858400,38.200000,0.005711,7.579800,0.287220,-86.400000,0.005711,0.007181,puno
0.031569,0.050949,0.002596,172.706700,4968.000000,315.694800,-5.953800,34.800000,0.005192,7.624900,0.263940,-97.600000,0.005192,0.009381,puno
0.022368,0.040916,0.001674,122.007500,4945.000000,223.681500,-6.392400,33.000000,0.003348,7.687400,0.301390,-130.600000,0.003348,0.005483,puno
0.037258,0.097863,0.009578,213.639100,5078.000000,372.580900,-4.648300,27.600000,0.019154,7.669500,0.261100,-222.600000,0.019154,0.012415,puno
0.048087,0.094469,0.008925,273.609800,4957.000000,480.865000,-4.718900,106.600000,0.017849,7.677900,0.285260,-222.600000,0.017849,0.011079,puno
0.045581,0.116240,0.013512,198.309700,4869.000000,455.810400,-4.304200,28.600000,0.027022,7.564400,0.306010,-72.800000,0.027022,0.016617,puno
0.021961,0.054883,0.003012,112.650100,4952.000000,219.609000,-5.805100,33.400000,0.006024,7.558000,0.260460,-142.800000,0.006024,0.008831,puno
0.025753,0.055898,0.003125,139.558700,4874.000000,257.528200,-5.768300,20.600000,0.006249,7.664200,0.266350,-259.400000,0.006249,0.006416,puno
0.028409,0.059811,0.003578,140.450900,4990.000000,284.092700,-5.633000,31.800000,0.007155,7.624900,0.291350,-88.600000,0.007155,0.010266,puno
0.028479,0.059765,0.003572,151.797500,4928.000000,284.794400,-5.634600,31.800000,0.007144,7.652300,0.296940,-12.800000,0.007144,0.010574,puno
0.031846,0.078265,0.006126,154.307100,4898.000000,318.458100,-5.095200,39.800000,0.012251,7.534200,0.330630,-83.400000,0.012251,0.012582,puno
0.023118,0.053578,0.002871,123.103500,4896.000000,231.181700,-5.853100,30.400000,0.005741,7.611700,0.355400,-102.400000,0.005741,0.007960,puno
0.012792,0.019344,0.000374,80.558900,4907.000000,127.915700,-7.890600,95.400000,0.000748,7.754800,0.309340,-521.000000,0.000748,0.002140,puno
0.029804,0.072588,0.005269,159.731700,4904.000000,298.042500,-5.245800,41.000000,0.010538,7.628100,0.344730,-233.800000,0.010538,0.007119,puno
0.028496,0.056277,0.003167,175.813700,4850.000000,284.956700,-5.754800,36.800000,0.006334,7.706500,0.263600,-250.000000,0.006334,0.006205,puno
0.018840,0.040048,0.001604,111.564300,4932.000000,188.402200,-6.435200,113.000000,0.003208,7.680600,0.291940,-237.800000,0.003208,0.004413,puno
0.027127,0.054977,0.003023,151.404600,4883.000000,271.272800,-5.801600,33.000000,0.006045,7.748300,0.249310,-3.600000,0.006045,0.011486,puno
0.011655,0.016446,0.000270,75.992200,4949.000000,116.546600,-8.215300,120.000000,0.000541,7.736400,0.254900,-55.800000,0.000541,0.003039,puno
0.035259,0.075802,0.005746,194.008700,4948.000000,352.587200,-5.159200,31.000000,0.011492,7.730500,0.279910,-135.000000,0.011492,0.012034,puno
0.039294,0.090181,0.008133,185.603500,4926.000000,392.937400,-4.811800,34.200000,0.016265,7.552600,0.316090,-66.800000,0.016265,0.014684,puno
0.047146,0.090632,0.008215,248.459800,4965.000000,471.461900,-4.801800,26.200000,0.016428,7.650400,0.319460,-113.000000,0.016428,0.012210,puno
0.034048,0.058888,0.003468,198.263400,4916.000000,340.483500,-5.664100,24.400000,0.006935,7.718400,0.252200,-138.800000,0.006935,0.008507,puno
0.027189,0.058810,0.003459,152.406600,4927.000000,271.893400,-5.666800,32.800000,0.006917,7.636000,0.307950,-108.600000,0.006917,0.008869,puno
0.023189,0.054700,0.002992,127.770800,4859.000000,231.891300,-5.811700,32.200000,0.005984,7.653500,0.259080,-10.600000,0.005984,0.008956,puno
0.010857,0.014791,0.000219,72.917500,4877.000000,108.566800,-8.427300,120.000000,0.000438,7.747100,0.257320,-174.800000,0.000438,0.001865,puno
0.009505,0.013230,0.000175,62.176900,4757.000000,95.047100,-8.650400,120.000000,0.000350,7.738000,0.259620,-41.800000,0.000350,0.002513,puno
0.021896,0.050620,0.002563,116.317400,4848.000000,218.956200,-5.966700,34.200000,0.005125,7.572500,0.254890,-97.600000,0.005125,0.007997,puno
